sesion,zona,clase,tiene_mina,parche_x,parche_y,proba,proba_concuota
2,MINA_5CM_2,Fondo,0,768,512,0.18191280523315073,0.5234180822968483
2,MINA_5CM_2,Fondo,0,832,512,0.03391261885408312,0.0414146438241005
2,MINA_5CM_2,Fondo,0,896,512,0.020706509589217603,0.07688617249950766
2,MINA_5CM_2,Fondo,0,960,512,0.0051454529806505885,0.026799506181851028
2,MINA_5CM_2,Fondo,0,1024,512,0.005357641394948587,0.018715361924842
2,MINA_5CM_2,Fondo,0,1088,512,0.028600657545030116,0.155156852863729
2,MINA_5CM_2,Fondo,0,0,576,0.0067458290606737135,0.0022135945502668617
2,MINA_5CM_2,Fondo,0,64,576,0.3339496038854122,0.17855277620255947
2,MINA_5CM_2,Fondo,0,128,576,0.2951339494436979,0.26595666706562043
2,MINA_5CM_2,Fondo,0,192,576,0.1364572487771511,0.16291815210133792
2,MINA_5CM_2,Fondo,0,256,576,0.14488006383180618,0.19202263206243514
2,MINA_5CM_2,Fondo,0,320,576,0.16218118639662862,0.3523770600557327
2,MINA_5CM_2,Fondo,0,384,576,0.2620201284997165,0.45939442291855814
2,MINA_5CM_2,Fondo,0,448,576,0.31975984480232,0.7396290317177773
2,MINA_5CM_2,Fondo,0,512,576,0.44062793254852295,0.7233026891946792
2,MINA_5CM_2,Fondo,0,576,576,0.8251639366149902,0.9428831279277802
2,MINA_5CM_2,Fondo,0,640,576,0.9739110350608826,0.9497357130050659
2,MINA_5CM_2,Fondo,0,704,576,0.6272597551345825,0.6854882568120957
2,MINA_5CM_2,Fondo,0,768,576,0.18523576389998198,0.3746767856180668
2,MINA_5CM_2,Fondo,0,832,576,0.008645798894576728,0.01595809340942651
2,MINA_5CM_2,Fondo,0,896,576,0.007432698085904121,0.008717850840184838
2,MINA_5CM_2,Fondo,0,960,576,0.003432621818501502,0.007157495594583452
2,MINA_5CM_2,Fondo,0,1024,576,0.0029175648087402806,0.006314257020130753
2,MINA_5CM_2,Fondo,0,1088,576,0.007123239128850401,0.0070911207818426195
2,MINA_5CM_2,Fondo,0,0,640,0.019322468317113817,0.009470160957425833
2,MINA_5CM_2,Fondo,0,64,640,0.22745588682591916,0.21370924413204193
2,MINA_5CM_2,Fondo,0,128,640,0.16483898647129536,0.1792549319565296
2,MINA_5CM_2,Fondo,0,192,640,0.29906945750117303,0.3680789664387703
2,MINA_5CM_2,Fondo,0,256,640,0.34830630347132685,0.38164680898189546
2,MINA_5CM_2,Fondo,0,320,640,0.7052331328392029,0.6645790278911591
2,MINA_5CM_2,Fondo,0,384,640,0.41937916427850724,0.8347609281539917
2,MINA_5CM_2,Fondo,0,448,640,0.2704346483573318,0.8319414258003235
2,MINA_5CM_2,Fondo,0,512,640,0.5892642229795456,0.853428715467453
2,MINA_5CM_2,Fondo,0,576,640,0.8209905326366425,0.8872017860412598
2,MINA_5CM_2,Fondo,0,640,640,0.30567981526255605,0.7724984675645828
2,MINA_5CM_2,Fondo,0,704,640,0.2103458779864013,0.5805210024118423
2,MINA_5CM_2,Fondo,0,768,640,0.11572678261436523,0.26406014859676363
2,MINA_5CM_2,Fondo,0,832,640,0.040417922823689875,0.02703703015577048
2,MINA_5CM_2,Fondo,0,896,640,0.006454280600883067,0.006082383752800524
2,MINA_5CM_2,Fondo,0,960,640,0.028020624746568502,0.007760670152492821
2,MINA_5CM_2,Fondo,0,1024,640,0.006667120146448724,0.017135487869381905
2,MINA_5CM_2,Fondo,0,1088,640,0.018151443894021214,0.012189219426363706
2,MINA_5CM_2,Fondo,0,0,704,0.2058257929980755,0.08696882147341967
2,MINA_5CM_2,Fondo,0,64,704,0.08319976301863789,0.0662629572674632
2,MINA_5CM_2,Fondo,0,128,704,0.20861884504556655,0.3059315335005522
2,MINA_5CM_2,Fondo,0,192,704,0.25251289159059526,0.28533140681684016
2,MINA_5CM_2,Fondo,0,256,704,0.3321276716887951,0.13683021254837513
2,MINA_5CM_2,Fondo,0,320,704,0.5565962865948677,0.5895586162805557
2,MINA_5CM_2,Fondo,0,384,704,0.7742815732955932,0.9070407569408416
2,MINA_5CM_2,Fondo,0,448,704,0.8856155395507812,0.9362352371215821
2,MINA_5CM_2,Fondo,0,512,704,0.8177776992321014,0.9231971681118012
2,MINA_5CM_2,Fondo,0,576,704,0.35681581795215606,0.5160413831472397
2,MINA_5CM_2,Fondo,0,640,704,0.12240906180813908,0.14557243883609772
2,MINA_5CM_2,Fondo,0,704,704,0.05118703981861472,0.09384065633639693
2,MINA_5CM_2,Fondo,0,768,704,0.17681129276752472,0.34603893756866455
2,MINA_5CM_2,Fondo,0,832,704,0.12427423102781177,0.2579617101699114
2,MINA_5CM_2,Fondo,0,896,704,0.0209412585478276,0.027808280009776355
2,MINA_5CM_2,Fondo,0,960,704,0.07391512347385287,0.010055563412606716
2,MINA_5CM_2,Fondo,0,1024,704,0.020059819146990777,0.027921600127592684
2,MINA_5CM_2,Fondo,0,1088,704,0.06716635273769497,0.07591338530182838
2,MINA_7CM_1,Fondo,0,0,0,9.228084672940895e-05,0.0004180591335170902
2,MINA_7CM_1,Fondo,0,64,0,0.005910847347695381,0.01509423746028915
2,MINA_7CM_1,Fondo,0,128,0,0.00825400612084195,0.035023785289376975
2,MINA_7CM_1,Fondo,0,192,0,0.030557167902588844,0.0803193349391222
2,MINA_7CM_1,Fondo,0,256,0,0.0006439589589717798,0.01695112029556185
2,MINA_7CM_1,Fondo,0,320,0,0.0012659048254135997,0.002312682755291462
2,MINA_7CM_1,Fondo,0,384,0,0.001566536768223159,0.001789863944577519
2,MINA_7CM_1,Fondo,0,448,0,0.0013691976753761991,0.0036272660712711514
2,MINA_7CM_1,Fondo,0,512,0,0.0014990324183600024,0.000955013238126412
2,MINA_7CM_1,Fondo,0,576,0,0.0014114706689724698,0.0031182430218905212
2,MINA_7CM_1,Fondo,0,640,0,0.006636726530268788,0.03749859593808651
2,MINA_7CM_1,Fondo,0,704,0,0.021604978758841754,0.15128484657034277
2,MINA_7CM_1,Fondo,0,768,0,0.004393325134878978,0.0033325776166748255
2,MINA_7CM_1,Fondo,0,832,0,0.002301814639940858,0.0014185475185513497
2,MINA_7CM_1,Fondo,0,896,0,0.003914597176481039,0.0053670327877625825
2,MINA_7CM_1,Fondo,0,960,0,0.021250996715389193,0.00706302528269589
2,MINA_7CM_1,Fondo,0,1024,0,0.007200228271540254,0.004625974514055997
2,MINA_7CM_1,Fondo,0,1088,0,0.0015892988769337535,0.001006845262600109
2,MINA_7CM_1,Fondo,0,0,64,0.00010766977429739199,0.0006280788060394116
2,MINA_7CM_1,Fondo,0,64,64,0.0007309022883418947,0.0013054114853730426
2,MINA_7CM_1,Fondo,0,128,64,0.07144446172751487,0.07012637984007597
2,MINA_7CM_1,Fondo,0,192,64,0.033475994772743434,0.04132873509079218
2,MINA_7CM_1,Fondo,0,256,64,0.0010173806105740369,0.0055534979910589755
2,MINA_7CM_1,Fondo,0,320,64,0.0010979065686115065,0.002846468734787777
2,MINA_7CM_1,Fondo,0,384,64,0.001900848385412246,0.008008239418268203
2,MINA_7CM_1,Fondo,0,448,64,0.011410598189104348,0.030107825808227063
2,MINA_7CM_1,Fondo,0,512,64,0.023837268282659353,0.007413428951986134
2,MINA_7CM_1,Fondo,0,576,64,0.004299919720506295,0.01257319636642933
2,MINA_7CM_1,Fondo,0,640,64,0.01753029301762581,0.040389385726302865
2,MINA_7CM_1,Fondo,0,704,64,0.045229575224220754,0.12579679377377034
2,MINA_7CM_1,Fondo,0,768,64,0.006303572439355776,0.005675597744993865
2,MINA_7CM_1,Fondo,0,832,64,0.0026948854443617164,0.0025739973061718047
2,MINA_7CM_1,Fondo,0,896,64,0.002092053581145592,0.005935084435623139
2,MINA_7CM_1,Fondo,0,960,64,0.003201287426054478,0.002138799161184579
2,MINA_7CM_1,Fondo,0,1024,64,0.009564927709288896,0.003280437464127317
2,MINA_7CM_1,Fondo,0,1088,64,0.0049857523816172035,0.0026932049775496127
2,MINA_7CM_1,Fondo,0,0,128,0.00015650746936444194,0.0003169603063724935
2,MINA_7CM_1,Fondo,0,64,128,0.003045128297526389,0.00834809171501547
2,MINA_7CM_1,Fondo,0,128,128,0.21037973118945957,0.3017522364854813
2,MINA_7CM_1,Fondo,0,192,128,0.14093317575752734,0.26744345501065253
2,MINA_7CM_1,Fondo,0,256,128,0.00307283146539703,0.0026908187865046784
2,MINA_7CM_1,Botella,0,320,128,0.059213852230459454,0.16578235067427158
2,MINA_7CM_1,Botella,0,384,128,0.0850821795873344,0.29094404093921183
2,MINA_7CM_1,Botella,0,448,128,0.799426618218422,0.933533662557602
2,MINA_7CM_1,Botella,0,512,128,0.613885635137558,0.8521328747272492
2,MINA_7CM_1,Botella,0,576,128,0.044319249456748366,0.05101279895752668
2,MINA_7CM_1,Fondo,0,640,128,0.03166485368274152,0.061392396502196786
2,MINA_7CM_1,Fondo,0,704,128,0.005503603862598539,0.030959632247686386
2,MINA_7CM_1,Fondo,0,768,128,0.0015269197559973692,0.008596289274282753
2,MINA_7CM_1,Fondo,0,832,128,0.0007899299816926941,0.003960482438560575
2,MINA_7CM_1,Fondo,0,896,128,0.0006783518925658427,0.0018636979104485363
2,MINA_7CM_1,Fondo,0,960,128,0.002786376280710101,0.001937752601224929
2,MINA_7CM_1,Fondo,0,1024,128,0.0018314478395041079,0.0014303492702310906
2,MINA_7CM_1,Fondo,0,1088,128,0.0031184841820504515,0.0011427355493651703
2,MINA_7CM_1,Fondo,0,0,192,0.0053356410004198555,0.010751317790709435
2,MINA_7CM_1,Fondo,0,64,192,0.007996278000064194,0.005254616879392415
2,MINA_7CM_1,Fondo,0,128,192,0.0059352484066039326,0.014761565858498216
2,MINA_7CM_1,Fondo,0,192,192,0.015548478777054698,0.04216803750023246
2,MINA_7CM_1,Fondo,0,256,192,0.0011734042476746255,0.009522442100569605
2,MINA_7CM_1,Fondo,0,320,192,0.02133402244653553,0.20065512955188752
2,MINA_7CM_1,Fondo,0,384,192,0.147459034062922,0.4131815269589424
2,MINA_7CM_1,Fondo,0,448,192,0.7665260344743728,0.9019039630889892
2,MINA_7CM_1,Fondo,0,512,192,0.5851660341024398,0.8800245761871338
2,MINA_7CM_1,Fondo,0,576,192,0.031618527765385804,0.16365485675632954
2,MINA_7CM_1,Fondo,0,640,192,0.007257526379544288,0.10000308714807034
2,MINA_7CM_1,Fondo,0,704,192,0.002121637316304259,0.014578326046466828
2,MINA_7CM_1,Fondo,0,768,192,0.009658306976780296,0.08741241060197354
2,MINA_7CM_1,Fondo,0,832,192,0.016614827048033475,0.1660651657730341
2,MINA_7CM_1,Fondo,0,896,192,0.03122711987234652,0.06024117488414049
2,MINA_7CM_1,Fondo,0,960,192,0.035141878435388206,0.014691479783505202
2,MINA_7CM_1,Fondo,0,1024,192,0.004432725271908566,0.00874290443607606
2,MINA_7CM_1,Fondo,0,1088,192,0.003849030693527311,0.0034069841436576097
2,MINA_7CM_1,Fondo,0,0,256,0.005786208750214428,0.028579511400312185
2,MINA_7CM_1,Fondo,0,64,256,0.011054784303996711,0.017135645938105883
2,MINA_7CM_1,Fondo,0,128,256,0.007212827319744974,0.05451520159840584
2,MINA_7CM_1,Fondo,0,192,256,0.10970106511376798,0.11397507302463054
2,MINA_7CM_1,Fondo,0,256,256,0.06788788198027759,0.1762794340029359
2,MINA_7CM_1,Fondo,0,320,256,0.1146945845335722,0.23655488081276416
2,MINA_7CM_1,Fondo,0,384,256,0.08609267147257924,0.18170214649289845
2,MINA_7CM_1,Fondo,0,448,256,0.12310620620846749,0.11278468631207943
2,MINA_7CM_1,Fondo,0,512,256,0.05571290012449026,0.05089814944658429
2,MINA_7CM_1,Fondo,0,576,256,0.07560620442964136,0.2873091109097004
2,MINA_7CM_1,Fondo,0,640,256,0.05201521217823028,0.37570012658834456
2,MINA_7CM_1,Fondo,0,704,256,0.00951494940673001,0.21148582324385642
2,MINA_7CM_1,Fondo,0,768,256,0.02246912138070911,0.12614208441227676
2,MINA_7CM_1,Fondo,0,832,256,0.009954446565825493,0.10718912351876497
2,MINA_7CM_1,Fondo,0,896,256,0.01258687237277627,0.13283805064857007
2,MINA_7CM_1,Fondo,0,960,256,0.004275475553004071,0.01631308482028544
2,MINA_7CM_1,Fondo,0,1024,256,0.005855091230478138,0.006445496389642358
2,MINA_7CM_1,Fondo,0,1088,256,0.0010162577003939078,0.004465101513778791
2,MINA_7CM_1,Fondo,0,0,320,0.0026725775504019113,0.003818262938875705
2,MINA_7CM_1,Fondo,0,64,320,0.0014621181908296421,0.008076013356912881
2,MINA_7CM_1,Fondo,0,128,320,0.13011771608144046,0.40027300268411636
2,MINA_7CM_1,Fondo,0,192,320,0.5216540761291981,0.6831600733101368
2,MINA_7CM_1,Fondo,0,256,320,0.6900030136108398,0.8669635057449341
2,MINA_7CM_1,Fondo,0,320,320,0.7821610331535339,0.9163568615913391
2,MINA_7CM_1,Fondo,0,384,320,0.47207997739315033,0.9294168531894684
2,MINA_7CM_1,Fondo,0,448,320,0.38366562500596046,0.7310423433780671
2,MINA_7CM_1,Fondo,0,512,320,0.5376602500677109,0.8427178382873535
2,MINA_7CM_1,Fondo,0,576,320,0.8053337901830673,0.9422969043254852
2,MINA_7CM_1,Fondo,0,640,320,0.2452832583338022,0.43976640664041045
2,MINA_7CM_1,Fondo,0,704,320,0.10099143572151661,0.09666179046034813
2,MINA_7CM_1,Fondo,0,768,320,0.003944457974284887,0.004418927658116445
2,MINA_7CM_1,Fondo,0,832,320,0.0010079334198962897,0.004899724246934056
2,MINA_7CM_1,Fondo,0,896,320,0.00626354746054858,0.04363262471742928
2,MINA_7CM_1,Fondo,0,960,320,0.006580923066940159,0.016424702131189406
2,MINA_7CM_1,Fondo,0,1024,320,0.004237344849389047,0.0015320682839956134
2,MINA_7CM_1,Fondo,0,1088,320,0.0036018739134306087,0.0020457805134356023
2,MINA_7CM_1,Fondo,0,0,384,0.0022422969515901057,0.004134112823521718
2,MINA_7CM_1,Piedra,0,64,384,0.008485053246840835,0.1713270079344511
2,MINA_7CM_1,Piedra,0,128,384,0.08811359256505966,0.5682015076279641
2,MINA_7CM_1,Fondo,0,192,384,0.38440903946757315,0.6331961169838906
2,MINA_7CM_1,Fondo,0,256,384,0.8672918796539306,0.8326082095503807
2,MINA_7CM_1,Fondo,0,320,384,0.971378481388092,0.9657253980636596
2,MINA_7CM_1,MAP,1,384,384,0.988021731376648,0.9960767090320587
2,MINA_7CM_1,MAP,1,448,384,0.9782131969928741,0.9961875855922699
2,MINA_7CM_1,MAP,1,512,384,0.8917470693588256,0.9748538315296174
2,MINA_7CM_1,Fondo,0,576,384,0.9377788782119751,0.9702313899993896
2,MINA_7CM_1,Fondo,0,640,384,0.598796421289444,0.673409802466631
2,MINA_7CM_1,Fondo,0,704,384,0.10587878869846463,0.2515160055831075
2,MINA_7CM_1,Fondo,0,768,384,0.024149339902214705,0.02095600198954344
2,MINA_7CM_1,Lata,0,832,384,0.039819848351180555,0.041789596527814867
2,MINA_7CM_1,Lata,0,896,384,0.028009397047571837,0.11882371995598077
2,MINA_7CM_1,Lata,0,960,384,0.006141528021544218,0.00951048316201195
2,MINA_7CM_1,Fondo,0,1024,384,0.001893157762242481,0.0010806657781358808
2,MINA_7CM_1,Fondo,0,1088,384,0.0034537294821348043,0.004706620855722576
2,MINA_7CM_1,Fondo,0,0,448,0.003374686313327402,0.014873360260389745
2,MINA_7CM_1,Piedra,0,64,448,0.003275401960127056,0.07620146665722131
2,MINA_7CM_1,Piedra,0,128,448,0.06351545695215463,0.18233611565083266
2,MINA_7CM_1,Fondo,0,192,448,0.041855293815024196,0.21660681553184985
2,MINA_7CM_1,Fondo,0,256,448,0.17412687614560127,0.4267211094498634
2,MINA_7CM_1,Fondo,0,320,448,0.9093779265880585,0.9466097712516784
2,MINA_7CM_1,MAP,1,384,448,0.9876171231269837,0.9795757114887238
2,MINA_7CM_1,MAP,1,448,448,0.9946659922599792,0.9950632870197296
2,MINA_7CM_1,MAP,1,512,448,0.963072007894516,0.9649593710899353
2,MINA_7CM_1,Fondo,0,576,448,0.8187733918428421,0.8815779983997345
2,MINA_7CM_1,Fondo,0,640,448,0.31104545705020425,0.8027982078492641
2,MINA_7CM_1,Fondo,0,704,448,0.19482571445405483,0.44299994856119157
2,MINA_7CM_1,Fondo,0,768,448,0.2734521094709635,0.47736731469631194
2,MINA_7CM_1,Lata,0,832,448,0.13271470684558154,0.17531421817839146
2,MINA_7CM_1,Lata,0,896,448,0.03580684419721365,0.3206573352217674
2,MINA_7CM_1,Lata,0,960,448,0.002750084281433374,0.027080001216381787
2,MINA_7CM_1,Fondo,0,1024,448,0.004675491660600528,0.016928570251911877
2,MINA_7CM_1,Fondo,0,1088,448,0.02123443759046495,0.011241709580644965
2,MINA_7CM_1,Fondo,0,0,512,0.0023688574437983334,0.0710156535729766
2,MINA_7CM_1,Fondo,0,64,512,0.003822941641556099,0.05952417608350515
2,MINA_7CM_1,Fondo,0,128,512,0.0031023680290672927,0.008739951509051025
2,MINA_7CM_1,Fondo,0,192,512,0.02541407465469092,0.30356238707900046
2,MINA_7CM_1,Fondo,0,256,512,0.08804176487028599,0.2380067255347967
2,MINA_7CM_1,Fondo,0,320,512,0.20772186517715455,0.2730643577873707
2,MINA_7CM_1,MAP,1,384,512,0.8268348485231399,0.8109239429235459
2,MINA_7CM_1,MAP,1,448,512,0.9952473521232605,0.9947058141231537
2,MINA_7CM_1,MAP,1,512,512,0.9762727499008179,0.9823869287967681
2,MINA_7CM_1,Fondo,0,576,512,0.8162792533636093,0.9336727440357209
2,MINA_7CM_1,Fondo,0,640,512,0.11795801715925336,0.6303987145423889
2,MINA_7CM_1,Fondo,0,704,512,0.04584273546934128,0.2165561482310295
2,MINA_7CM_1,Fondo,0,768,512,0.1396570104174316,0.4139646843075752
2,MINA_7CM_1,Fondo,0,832,512,0.05335534298792481,0.45821903347969056
2,MINA_7CM_1,Fondo,0,896,512,0.026842680480331182,0.28953648209571836
2,MINA_7CM_1,Fondo,0,960,512,0.0025568305165506898,0.020946192927658557
2,MINA_7CM_1,Fondo,0,1024,512,0.018063042080029845,0.013794166804291307
2,MINA_7CM_1,Fondo,0,1088,512,0.010759893443901093,0.09492414202541113
2,MINA_7CM_1,Fondo,0,0,576,0.0017282614266150632,0.012756199249997735
2,MINA_7CM_1,Fondo,0,64,576,0.0010017583350418135,0.009377747890539467
2,MINA_7CM_1,Fondo,0,128,576,0.019885803991928696,0.09844224043190479
2,MINA_7CM_1,Fondo,0,192,576,0.02264360481640324,0.1671573355793953
2,MINA_7CM_1,Fondo,0,256,576,0.0052702640474308286,0.149492777697742
2,MINA_7CM_1,Fondo,0,320,576,0.03378501925617457,0.17377181462943553
2,MINA_7CM_1,Fondo,0,384,576,0.27106514051556585,0.4277520690113306
2,MINA_7CM_1,Fondo,0,448,576,0.9772996842861176,0.9536600649356842
2,MINA_7CM_1,Fondo,0,512,576,0.9746345818042755,0.968448144197464
2,MINA_7CM_1,Fondo,0,576,576,0.4341024555265903,0.79044189453125
2,MINA_7CM_1,Fondo,0,640,576,0.22508786544203757,0.5364132672548294
2,MINA_7CM_1,Fondo,0,704,576,0.02986236186698079,0.05947214439511299
2,MINA_7CM_1,Fondo,0,768,576,0.04215706861577928,0.02817682335153222
2,MINA_7CM_1,Fondo,0,832,576,0.0020005135680548846,0.04379181452095508
2,MINA_7CM_1,Fondo,0,896,576,0.0011657467315671966,0.007063067867420614
2,MINA_7CM_1,Fondo,0,960,576,0.0035818046366330237,0.002631320944055915
2,MINA_7CM_1,Fondo,0,1024,576,0.0044458932388806716,0.00203770938096568
2,MINA_7CM_1,Fondo,0,1088,576,0.00023282800830202178,0.013814010482747108
2,MINA_7CM_1,Fondo,0,0,640,0.0008758636628044769,0.00915499716065824
2,MINA_7CM_1,Fondo,0,64,640,0.001558954527718015,0.017547606118023397
2,MINA_7CM_1,Fondo,0,128,640,0.06680917353369295,0.2808793932199478
2,MINA_7CM_1,Fondo,0,192,640,0.01639871352817863,0.05209302650764584
2,MINA_7CM_1,Fondo,0,256,640,0.0038881764572579413,0.05229898802936077
2,MINA_7CM_1,Fondo,0,320,640,0.047913101967424154,0.26922084018588066
2,MINA_7CM_1,Fondo,0,384,640,0.1189018178731203,0.33925988227128984
2,MINA_7CM_1,Fondo,0,448,640,0.4636832945048809,0.8029848381876945
2,MINA_7CM_1,Fondo,0,512,640,0.40643555819988253,0.8923653423786163
2,MINA_7CM_1,Fondo,0,576,640,0.17732244823127985,0.34366708919405936
2,MINA_7CM_1,Fondo,0,640,640,0.11692949533462524,0.3267567854374647
2,MINA_7CM_1,Fondo,0,704,640,0.011413693754002452,0.07751312963664532
2,MINA_7CM_1,Fondo,0,768,640,0.002123558719176799,0.005708965007215738
2,MINA_7CM_1,Fondo,0,832,640,0.005756327073322609,0.015127277979627252
2,MINA_7CM_1,Fondo,0,896,640,0.004815540200797841,0.00647756977705285
2,MINA_7CM_1,Fondo,0,960,640,0.0030404183053178713,0.002558902808232233
2,MINA_7CM_1,Fondo,0,1024,640,0.0006504934746772051,0.001078852085629478
2,MINA_7CM_1,Fondo,0,1088,640,0.00015513836879108567,0.00027107824789709414
2,MINA_7CM_1,Fondo,0,0,704,0.003161031100898981,0.001889130542986095
2,MINA_7CM_1,Fondo,0,64,704,0.005431665037758648,0.06189222373068333
2,MINA_7CM_1,Fondo,0,128,704,0.026181316911242904,0.1666242390871048
2,MINA_7CM_1,Fondo,0,192,704,0.008250006305752322,0.01121767784934491
2,MINA_7CM_1,Fondo,0,256,704,0.022022000467404722,0.04529420575127006
2,MINA_7CM_1,Fondo,0,320,704,0.12216106904670596,0.6688377916812897
2,MINA_7CM_1,Fondo,0,384,704,0.05507775489240885,0.3653163731098175
2,MINA_7CM_1,Fondo,0,448,704,0.00915977378608659,0.05927518317475915
2,MINA_7CM_1,Fondo,0,512,704,0.01164845887105912,0.029380374727770685
2,MINA_7CM_1,Fondo,0,576,704,0.03850461011752486,0.030977964075282215
2,MINA_7CM_1,Fondo,0,640,704,0.023153241025283933,0.014304955000989139
2,MINA_7CM_1,Fondo,0,704,704,0.04701874749734998,0.045383517164736986
2,MINA_7CM_1,Fondo,0,768,704,0.027799550408963113,0.029079757770523428
2,MINA_7CM_1,Fondo,0,832,704,0.04287800921592862,0.04163091406226158
2,MINA_7CM_1,Fondo,0,896,704,0.011221583187580108,0.011108350357972085
2,MINA_7CM_1,Fondo,0,960,704,0.002806775958742946,0.0038206909433938564
2,MINA_7CM_1,Fondo,0,1024,704,0.00539781617699191,0.0038957484357524663
2,MINA_7CM_1,Fondo,0,1088,704,0.00018164250141126104,0.0009652493754401803
2,MINA_7CM_2,Fondo,0,0,0,0.0002249578137707431,0.0006178008101414889
2,MINA_7CM_2,Fondo,0,64,0,0.007343750499421731,0.0027522386226337403
2,MINA_7CM_2,Fondo,0,128,0,0.0030825962661765517,0.0018899036280345173
2,MINA_7CM_2,Fondo,0,192,0,0.003304968145675957,0.0013643119513290004
2,MINA_7CM_2,Fondo,0,256,0,0.003115704609081149,0.0018140060390578582
2,MINA_7CM_2,Fondo,0,320,0,0.003408497426426038,0.004194190970156342
2,MINA_7CM_2,Fondo,0,384,0,0.006297332886606455,0.008610663295257837
2,MINA_7CM_2,Fondo,0,448,0,0.21564252823591232,0.1438406802713871
2,MINA_7CM_2,Fondo,0,512,0,0.04761426793411374,0.11673621535301208
2,MINA_7CM_2,Fondo,0,576,0,0.043446343205869195,0.09417746961116791
2,MINA_7CM_2,Fondo,0,640,0,0.041082988306879994,0.04707706188783049
2,MINA_7CM_2,Fondo,0,704,0,0.07383562922477722,0.10489170365035534
2,MINA_7CM_2,Fondo,0,768,0,0.08461620323359967,0.13038860820233822
2,MINA_7CM_2,Fondo,0,832,0,0.10623269211500883,0.08799850456416607
2,MINA_7CM_2,Fondo,0,896,0,0.0002933449512056541,0.001250805053859949
2,MINA_7CM_2,Fondo,0,960,0,0.0003459052401012741,0.0004395141382701695
2,MINA_7CM_2,Fondo,0,1024,0,0.00026539432219578883,0.00045820479717804117
2,MINA_7CM_2,Fondo,0,1088,0,0.0005565747633227147,0.0003299793432233855
2,MINA_7CM_2,Fondo,0,0,64,0.00037952746424707584,0.0006457151510403491
2,MINA_7CM_2,Fondo,0,64,64,0.00232762087834999,0.00604992127045989
2,MINA_7CM_2,Fondo,0,128,64,0.0019440230273175985,0.0027275949309114368
2,MINA_7CM_2,Fondo,0,192,64,0.0013696577574592085,0.0003390116209629923
2,MINA_7CM_2,Fondo,0,256,64,0.0008907805924536661,0.0003383718489203602
2,MINA_7CM_2,Fondo,0,320,64,0.018074811762198807,0.005184052686672658
2,MINA_7CM_2,Fondo,0,384,64,0.12440179372206331,0.08434722032397986
2,MINA_7CM_2,Botella,0,448,64,0.2337144948542118,0.24109289199113845
2,MINA_7CM_2,Botella,0,512,64,0.027430133474990726,0.06345797050744295
2,MINA_7CM_2,Botella,0,576,64,0.012418644165154546,0.008253585360944272
2,MINA_7CM_2,Botella,0,640,64,0.05086377020925283,0.0992064543068409
2,MINA_7CM_2,Botella,0,704,64,0.09051812049001455,0.07556639723479748
2,MINA_7CM_2,Fondo,0,768,64,0.2456516705453396,0.09152223486453295
2,MINA_7CM_2,Fondo,0,832,64,0.07861581817269325,0.050200908351689576
2,MINA_7CM_2,Fondo,0,896,64,0.004177507333224639,0.016558894701302052
2,MINA_7CM_2,Fondo,0,960,64,0.0023298681335290894,0.0077407321077771485
2,MINA_7CM_2,Fondo,0,1024,64,0.00031897779044811616,0.0007713748753303662
2,MINA_7CM_2,Fondo,0,1088,64,0.0008886952709872276,0.0010516823211219161
2,MINA_7CM_2,Fondo,0,0,128,0.00022675563450320625,0.0029651437711436302
2,MINA_7CM_2,Fondo,0,64,128,0.0017664298677118496,0.004487656720448286
2,MINA_7CM_2,Fondo,0,128,128,0.00426272606709972,0.0061474561924114825
2,MINA_7CM_2,Fondo,0,192,128,0.0075432705343700945,0.003358632931485772
2,MINA_7CM_2,Fondo,0,256,128,0.015218360489234329,0.0037006489670602604
2,MINA_7CM_2,Fondo,0,320,128,0.21939238496124744,0.09388353619724513
2,MINA_7CM_2,Fondo,0,384,128,0.5754195496439933,0.446283295750618
2,MINA_7CM_2,Fondo,0,448,128,0.48086787164211275,0.3662112429738045
2,MINA_7CM_2,Fondo,0,512,128,0.026971320202574135,0.05616184771060943
2,MINA_7CM_2,Fondo,0,576,128,0.3400739260017872,0.12351889479905367
2,MINA_7CM_2,Fondo,0,640,128,0.21883262544870377,0.15480883345007895
2,MINA_7CM_2,Fondo,0,704,128,0.08590565789490938,0.03846074566245079
2,MINA_7CM_2,Fondo,0,768,128,0.07494597341865301,0.12819432336837053
2,MINA_7CM_2,Fondo,0,832,128,0.06311897272244096,0.16333261393010617
2,MINA_7CM_2,Fondo,0,896,128,0.020521172159351408,0.02323218183591962
2,MINA_7CM_2,Fondo,0,960,128,0.01625168533064425,0.01036532607395202
2,MINA_7CM_2,Fondo,0,1024,128,0.0032891315582673996,0.009744406631216406
2,MINA_7CM_2,Fondo,0,1088,128,0.0022955758002353834,0.0024085596262011675
2,MINA_7CM_2,Fondo,0,0,192,0.0010808021848788484,0.009398832672741265
2,MINA_7CM_2,Fondo,0,64,192,0.0020441220956854524,0.002125334372976795
2,MINA_7CM_2,Fondo,0,128,192,0.0032728263409808277,0.0027459825039841236
2,MINA_7CM_2,Fondo,0,192,192,0.004618075757753104,0.008314033644273877
2,MINA_7CM_2,Fondo,0,256,192,0.004759777907747775,0.0119246436515823
2,MINA_7CM_2,Fondo,0,320,192,0.08125323839485646,0.19557954631745816
2,MINA_7CM_2,Fondo,0,384,192,0.1799707617610693,0.27936915010213853
